,Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
48,910,56,5,1,0,General,Tops,Fine gauge
49,862,33,5,1,0,General,Tops,Knits
50,862,46,4,1,1,General,Tops,Knits
51,862,41,5,1,2,General,Tops,Knits
52,1104,39,3,1,3,General,Dresses,Dresses
53,862,39,5,1,34,General,Tops,Knits
54,862,66,4,1,2,General,Tops,Knits
55,862,61,5,1,2,General,Tops,Knits
56,368,33,2,0,3,Initmates,Intimate,Intimates
57,862,31,3,0,0,General,Tops,Knits
58,1095,36,4,1,0,General Petite,Dresses,Dresses
59,368,52,4,1,1,Initmates,Intimate,Intimates
60,1095,41,5,1,0,General Petite,Dresses,Dresses
61,368,36,1,0,0,Initmates,Intimate,Intimates
62,862,28,5,1,0,General,Tops,Knits
63,862,57,5,1,1,General,Tops,Knits
64,862,43,5,1,0,General,Tops,Knits
65,862,58,4,1,2,General,Tops,Knits
66,862,60,4,1,9,General,Tops,Knits
67,862,40,5,1,1,General,Tops,Knits
68,862,37,2,0,0,General,Tops,Knits
69,1078,56,3,0,1,General Petite,Dresses,Dresses
70,845,38,4,1,10,General Petite,Tops,Blouses
71,822,36,2,0,0,General,Tops,Blouses
72,850,27,5,1,4,General,Tops,Blouses
73,866,47,4,1,0,General Petite,Tops,Knits
74,1081,59,5,1,1,General Petite,Dresses,Dresses
75,845,48,5,1,5,General Petite,Tops,Blouses
76,1082,31,4,1,0,General,Dresses,Dresses
77,850,28,2,0,0,General Petite,Tops,Blouses
78,836,47,5,1,1,General,Tops,Blouses
79,1081,62,4,1,2,General Petite,Dresses,Dresses
80,1072,68,5,1,1,General,Dresses,Dresses
81,863,61,5,1,4,General Petite,Tops,Knits
82,1133,33,5,1,0,General,Jackets,Outerwear
83,822,68,5,1,3,General,Tops,Blouses
84,861,37,3,1,0,General Petite,Tops,Knits
85,866,58,1,0,2,General Petite,Tops,Knits
86,850,39,4,1,0,General Petite,Tops,Blouses
87,1081,39,4,1,9,General Petite,Dresses,Dresses
88,845,38,2,0,4,General Petite,Tops,Blouses
89,836,24,4,1,3,General,Tops,Blouses
90,1078,51,4,1,0,General Petite,Dresses,Dresses
91,850,29,5,1,5,General Petite,Tops,Blouses
92,861,23,5,1,0,General Petite,Tops,Knits
93,1081,31,5,1,0,General,Dresses,Dresses
94,850,23,4,1,3,General Petite,Tops,Blouses
95,863,83,5,1,14,General,Tops,Knits
96,845,44,1,0,0,General Petite,Tops,Blouses
97,861,44,1,0,0,General Petite,Tops,Knits
98,1133,50,5,1,0,General,Jackets,Outerwear
99,861,33,3,0,17,General Petite,Tops,Knits
100,861,39,4,1,0,General Petite,Tops,Knits
101,863,40,4,1,5,General,Tops,Knits
102,822,69,5,1,2,General,Tops,Blouses
103,822,23,2,0,9,General,Tops,Blouses
104,863,51,2,0,0,General,Tops,Knits
105,836,66,5,1,0,General,Tops,Blouses
106,836,47,4,1,11,General,Tops,Blouses
107,836,66,4,1,0,General,Tops,Blouses
108,836,23,5,1,3,General,Tops,Blouses
109,1081,47,5,1,0,General,Dresses,Dresses
110,861,44,1,0,11,General Petite,Tops,Knits
111,1081,44,3,1,4,General,Dresses,Dresses
112,836,50,5,1,24,General,Tops,Blouses
113,1081,61,5,1,3,General,Dresses,Dresses
114,1082,32,2,0,0,General,Dresses,Dresses
115,863,52,4,1,0,General,Tops,Knits
116,1072,51,4,1,1,General,Dresses,Dresses
117,1078,32,5,1,2,General Petite,Dresses,Dresses
118,850,37,2,0,0,General,Tops,Blouses
119,836,54,5,1,4,General,Tops,Blouses
120,861,33,5,1,0,General Petite,Tops,Knits
121,966,63,5,1,0,General,Jackets,Jackets
122,1196,29,5,1,0,General Petite,Dresses,Dresses
123,836,24,5,1,0,General,Tops,Blouses
124,923,50,3,0,2,General,Tops,Sweaters
125,1072,34,3,1,1,General,Dresses,Dresses
126,1133,71,4,1,0,General,Jackets,Outerwear
127,1133,30,5,1,0,General,Jackets,Outerwear
128,966,52,4,1,0,General,Jackets,Jackets
129,863,28,5,1,0,General,Tops,Knits
130,845,62,4,1,3,General Petite,Tops,Blouses
131,1081,39,3,1,0,General,Dresses,Dresses
132,861,46,4,1,1,General Petite,Tops,Knits
133,966,36,5,1,0,General,Jackets,Jackets
134,845,65,5,1,12,General Petite,Tops,Blouses
135,861,35,4,1,0,General Petite,Tops,Knits
136,966,31,4,1,0,General,Jackets,Jackets
137,836,52,4,1,0,General,Tops,Blouses
138,126,34,4,1,1,Initmates,Intimate,Lounge
139,1008,31,5,1,1,General,Bottoms,Skirts
140,829,36,5,1,0,General,Tops,Blouses
141,828,39,4,1,2,General,Tops,Blouses
142,1126,35,5,1,0,General,Jackets,Outerwear
143,1008,51,5,1,0,General,Bottoms,Skirts
144,829,39,3,0,9,General,Tops,Blouses
145,828,39,3,1,2,General,Tops,Blouses
146,1008,39,5,1,0,General,Bottoms,Skirts
147,1011,47,5,1,1,General,Bottoms,Skirts
148,1008,64,5,1,0,General,Bottoms,Skirts
149,1008,38,5,1,2,General,Bottoms,Skirts
150,1008,36,5,1,1,General,Bottoms,Skirts
151,1008,39,4,1,0,General,Bottoms,Skirts
152,829,53,3,0,0,General,Tops,Blouses
153,829,36,3,1,1,General,Tops,Blouses
154,829,44,3,1,0,General Petite,Tops,Blouses
155,829,48,5,1,0,General Petite,Tops,Blouses
156,1008,37,5,1,1,General,Bottoms,Skirts
157,523,43,3,0,2,Initmates,Intimate,Swim
158,829,53,4,1,7,General Petite,Tops,Blouses
159,829,33,4,1,0,General Petite,Tops,Blouses
160,1126,39,4,1,0,General,Jackets,Outerwear
161,829,52,1,0,8,General Petite,Tops,Blouses
162,829,64,4,1,2,General Petite,Tops,Blouses
163,1008,52,5,1,7,General,Bottoms,Skirts
164,1126,42,4,1,0,General,Jackets,Outerwear
165,829,35,3,0,0,General Petite,Tops,Blouses
166,1020,56,5,1,6,General Petite,Bottoms,Skirts
167,895,55,5,1,0,General,Tops,Fine gauge
168,862,40,5,1,0,General,Tops,Knits
169,1104,47,5,1,3,General,Dresses,Dresses
170,670,36,5,1,0,Initmates,Intimate,Sleep
171,329,46,5,1,0,Initmates,Intimate,Sleep
172,670,66,4,1,0,Initmates,Intimate,Sleep
173,868,51,4,1,0,General Petite,Tops,Knits
174,1020,34,5,1,5,General Petite,Bottoms,Skirts
175,862,30,4,1,4,General,Tops,Knits
176,895,43,5,1,9,General,Tops,Fine gauge
177,895,52,5,1,0,General,Tops,Fine gauge
178,1094,35,2,0,0,General Petite,Dresses,Dresses
179,895,41,5,1,3,General,Tops,Fine gauge
180,895,39,5,1,1,General,Tops,Fine gauge
181,1020,39,4,1,1,General Petite,Bottoms,Skirts
182,895,50,5,1,5,General,Tops,Fine gauge
183,1020,27,4,1,1,General Petite,Bottoms,Skirts
184,895,33,2,0,8,General,Tops,Fine gauge
185,895,35,2,0,0,General,Tops,Fine gauge
186,1020,34,4,1,0,General Petite,Bottoms,Skirts
187,596,41,5,1,2,General,Trend,Trend
188,1094,54,4,1,0,General Petite,Dresses,Dresses
189,1020,41,4,1,4,General Petite,Bottoms,Skirts
190,895,47,4,1,0,General Petite,Tops,Fine gauge
191,895,52,2,0,3,General Petite,Tops,Fine gauge
192,895,46,5,1,0,General Petite,Tops,Fine gauge
193,1020,22,5,1,1,General Petite,Bottoms,Skirts
194,1098,40,3,1,0,General,Dresses,Dresses
195,895,62,5,1,9,General Petite,Tops,Fine gauge
196,862,26,5,1,2,General Petite,Tops,Knits
197,1020,38,5,1,3,General Petite,Bottoms,Skirts
198,895,53,5,1,0,General,Tops,Fine gauge
199,1020,49,3,0,0,General Petite,Bottoms,Skirts
200,895,43,3,0,0,General,Tops,Fine gauge
201,895,36,5,1,0,General,Tops,Fine gauge
202,895,36,3,0,0,General,Tops,Fine gauge
203,895,63,5,1,1,General,Tops,Fine gauge
204,828,56,4,0,4,General,Tops,Blouses
205,1020,48,3,0,9,General Petite,Bottoms,Skirts
206,862,43,5,1,1,General,Tops,Knits
207,1020,44,4,1,1,General Petite,Bottoms,Skirts
208,895,40,5,1,0,General,Tops,Fine gauge
209,862,44,1,0,1,General,Tops,Knits
210,895,54,5,1,0,General,Tops,Fine gauge
211,1020,72,4,1,5,General Petite,Bottoms,Skirts
212,1075,52,4,1,3,General,Dresses,Dresses
213,1104,47,5,1,0,General,Dresses,Dresses
214,1020,67,1,0,17,General Petite,Bottoms,Skirts
215,1094,39,5,1,0,General Petite,Dresses,Dresses
216,305,46,2,0,0,Initmates,Intimate,Swim
217,828,64,5,1,3,General,Tops,Blouses
218,1094,30,5,1,0,General Petite,Dresses,Dresses
219,828,38,5,1,1,General,Tops,Blouses
220,895,36,4,1,5,General Petite,Tops,Fine gauge
221,1020,52,5,1,1,General Petite,Bottoms,Skirts
222,895,61,5,1,0,General Petite,Tops,Fine gauge
223,647,29,5,1,1,General Petite,Intimate,Lounge
224,1025,38,4,1,10,General,Bottoms,Jeans
225,1025,35,5,1,14,General,Bottoms,Jeans
226,815,55,5,1,1,General Petite,Tops,Blouses
227,1066,57,4,1,3,General,Bottoms,Pants
228,840,55,4,1,5,General,Tops,Blouses
229,1026,39,4,1,0,General,Bottoms,Jeans
230,840,39,5,1,13,General,Tops,Blouses
231,1066,46,5,1,8,General,Bottoms,Pants
232,840,37,2,0,1,General,Tops,Blouses
233,1030,29,5,1,1,General,Bottoms,Jeans
234,840,83,5,1,0,General,Tops,Blouses
235,1066,29,5,1,1,General,Bottoms,Pants
236,647,49,5,1,0,General Petite,Intimate,Lounge
237,1066,42,2,0,0,General,Bottoms,Pants
238,872,63,5,1,0,General,Tops,Knits
239,840,56,3,0,20,General,Tops,Blouses
240,1066,55,4,1,0,General,Bottoms,Pants
241,647,32,1,0,3,General Petite,Intimate,Lounge
242,1066,26,5,1,0,General,Bottoms,Pants
243,840,60,4,1,0,General,Tops,Blouses
244,1066,48,3,1,0,General,Bottoms,Pants
245,872,38,5,1,0,General,Tops,Knits
246,1066,49,3,1,1,General,Bottoms,Pants
247,1115,41,4,1,1,General,Jackets,Outerwear
248,1030,28,5,1,0,General,Bottoms,Jeans
249,1018,28,4,1,0,General,Bottoms,Skirts
250,1026,48,5,1,1,General,Bottoms,Jeans
251,840,32,5,1,0,General,Tops,Blouses
252,1066,29,5,1,1,General,Bottoms,Pants
253,647,32,5,1,6,General Petite,Intimate,Lounge
254,840,28,5,1,0,General,Tops,Blouses
255,840,51,4,1,1,General,Tops,Blouses
256,840,44,5,1,1,General,Tops,Blouses
257,1018,43,4,1,0,General,Bottoms,Skirts
258,840,48,3,0,1,General,Tops,Blouses
259,824,37,5,1,1,General,Tops,Blouses
260,1115,31,5,1,2,General,Jackets,Outerwear
261,840,50,5,1,0,General,Tops,Blouses
262,878,47,3,0,1,General,Tops,Knits
263,984,56,5,1,2,General Petite,Jackets,Jackets
264,1104,25,5,1,6,General,Dresses,Dresses
265,878,63,4,1,0,General,Tops,Knits
266,1104,54,5,1,0,General,Dresses,Dresses
267,984,28,4,1,0,General Petite,Jackets,Jackets
268,866,26,4,1,0,General,Tops,Knits
269,1104,29,5,1,0,General,Dresses,Dresses
270,868,61,3,1,0,General,Tops,Knits
271,984,45,5,1,1,General Petite,Jackets,Jackets
272,984,39,5,1,7,General Petite,Jackets,Jackets
273,1104,36,5,1,0,General,Dresses,Dresses
274,878,41,5,1,11,General,Tops,Knits
275,1182,37,5,1,0,General Petite,Tops,Knits
276,868,55,5,1,0,General,Tops,Knits
277,868,83,5,1,1,General,Tops,Knits
278,868,35,3,1,2,General,Tops,Knits
279,565,38,5,1,3,General Petite,Trend,Trend
280,984,35,5,1,0,General Petite,Jackets,Jackets
281,1104,45,5,1,7,General,Dresses,Dresses
282,868,65,5,1,4,General,Tops,Knits
283,878,41,5,1,1,General,Tops,Knits
284,868,69,4,1,0,General,Tops,Knits
285,1104,36,5,1,0,General,Dresses,Dresses
286,868,42,2,0,1,General,Tops,Knits
287,984,69,5,1,0,General Petite,Jackets,Jackets
288,878,46,2,0,0,General,Tops,Knits
289,984,55,5,1,0,General Petite,Jackets,Jackets
290,984,36,5,1,2,General Petite,Jackets,Jackets
291,984,71,5,1,0,General Petite,Jackets,Jackets
292,1024,65,5,1,0,General,Bottoms,Jeans
293,984,68,3,1,16,General Petite,Jackets,Jackets
294,984,43,5,1,3,General Petite,Jackets,Jackets
295,1104,30,5,1,7,General,Dresses,Dresses
296,1024,40,5,1,0,General,Bottoms,Jeans
297,984,47,5,1,0,General Petite,Jackets,Jackets
298,1104,39,5,1,0,General,Dresses,Dresses
299,984,34,5,1,0,General Petite,Jackets,Jackets
300,1104,38,4,1,1,General,Dresses,Dresses
301,984,38,5,1,0,General Petite,Jackets,Jackets
302,895,36,5,1,0,General,Tops,Fine gauge
303,1104,41,5,1,0,General,Dresses,Dresses
304,1131,36,3,1,2,General,Jackets,Outerwear
305,984,47,5,1,0,General Petite,Jackets,Jackets
306,1104,63,5,1,0,General,Dresses,Dresses
307,831,35,5,1,0,General,Tops,Blouses
308,984,35,4,1,2,General Petite,Jackets,Jackets
309,1104,56,5,1,0,General,Dresses,Dresses
310,836,41,5,1,0,General,Tops,Blouses
311,1089,37,3,0,6,General Petite,Dresses,Dresses
312,844,34,3,0,0,General Petite,Tops,Blouses
313,836,32,4,1,4,General,Tops,Blouses
314,836,60,3,0,3,General,Tops,Blouses
315,836,21,5,1,8,General,Tops,Blouses
316,836,59,5,1,0,General,Tops,Blouses
317,844,53,5,1,4,General Petite,Tops,Blouses
318,936,27,5,1,2,General Petite,Tops,Sweaters
319,895,62,5,1,7,General,Tops,Fine gauge
320,836,41,5,1,23,General,Tops,Blouses
321,831,50,5,1,3,General,Tops,Blouses
322,844,54,5,1,13,General Petite,Tops,Blouses
323,895,47,5,1,0,General,Tops,Fine gauge
324,1066,41,5,1,0,General,Bottoms,Pants
325,844,43,2,0,0,General Petite,Tops,Blouses
326,836,43,5,1,1,General,Tops,Blouses
327,836,23,4,1,0,General,Tops,Blouses
328,907,25,5,1,0,General,Tops,Fine gauge
329,836,51,5,1,0,General,Tops,Blouses
330,844,41,3,0,0,General Petite,Tops,Blouses
331,1103,49,4,1,2,General,Dresses,Dresses
332,866,46,5,1,5,General,Tops,Knits
333,907,29,5,1,6,General,Tops,Fine gauge
334,844,53,1,0,17,General Petite,Tops,Blouses
335,895,66,5,1,6,General,Tops,Fine gauge
336,895,32,5,1,2,General,Tops,Fine gauge
337,1080,74,5,1,9,General Petite,Dresses,Dresses
338,831,63,5,1,0,General,Tops,Blouses
339,844,41,5,1,0,General Petite,Tops,Blouses
340,844,40,4,1,0,General Petite,Tops,Blouses
341,831,40,5,1,0,General,Tops,Blouses
342,836,32,5,1,0,General,Tops,Blouses
343,907,49,5,1,3,General,Tops,Fine gauge
344,844,44,3,0,2,General Petite,Tops,Blouses
345,895,24,5,1,0,General,Tops,Fine gauge
346,895,70,5,1,1,General,Tops,Fine gauge
347,907,30,5,1,1,General,Tops,Fine gauge
348,844,47,5,1,0,General Petite,Tops,Blouses
349,836,27,3,0,15,General,Tops,Blouses
350,844,36,2,0,0,General Petite,Tops,Blouses
351,844,69,4,1,7,General Petite,Tops,Blouses
352,844,52,5,1,1,General Petite,Tops,Blouses
353,936,32,2,0,0,General Petite,Tops,Sweaters
354,907,37,5,1,4,General,Tops,Fine gauge
355,936,32,5,1,0,General Petite,Tops,Sweaters
356,831,42,1,0,6,General,Tops,Blouses
357,907,51,5,1,2,General,Tops,Fine gauge
358,862,34,3,0,0,General Petite,Tops,Knits
359,836,37,3,1,3,General,Tops,Blouses
360,936,50,4,1,17,General Petite,Tops,Sweaters
361,895,36,5,1,0,General Petite,Tops,Fine gauge
362,836,65,3,0,0,General,Tops,Blouses
363,580,60,5,1,1,Initmates,Intimate,Lounge
364,895,46,5,1,0,General Petite,Tops,Fine gauge
365,862,38,4,1,0,General,Tops,Knits
366,862,37,5,1,1,General,Tops,Knits
367,844,46,5,1,4,General Petite,Tops,Blouses
368,836,29,2,0,0,General,Tops,Blouses
369,895,39,5,1,0,General Petite,Tops,Fine gauge
370,836,25,5,1,0,General,Tops,Blouses
371,895,64,5,1,4,General Petite,Tops,Fine gauge
372,895,57,5,1,1,General Petite,Tops,Fine gauge
373,895,44,5,1,2,General Petite,Tops,Fine gauge
374,836,44,5,1,6,General,Tops,Blouses
375,859,26,4,1,0,General,Tops,Knits
376,862,37,3,0,0,General,Tops,Knits
377,1049,48,5,1,0,General,Bottoms,Pants
378,862,35,5,1,10,General,Tops,Knits
379,1089,67,5,1,0,General Petite,Dresses,Dresses
380,1089,24,4,1,1,General Petite,Dresses,Dresses
381,1104,59,3,0,13,General,Dresses,Dresses
382,127,47,4,1,0,General Petite,Intimate,Lounge
383,1104,42,3,1,0,General,Dresses,Dresses
384,936,29,5,1,0,General,Tops,Sweaters
385,902,54,4,1,3,General,Tops,Fine gauge
386,995,41,2,0,11,General,Bottoms,Skirts
387,936,62,5,1,9,General,Tops,Sweaters
388,127,29,4,1,0,General Petite,Intimate,Lounge
389,1104,38,1,0,20,General,Dresses,Dresses
390,1086,25,4,1,9,General,Dresses,Dresses
391,936,33,5,1,1,General,Tops,Sweaters
392,746,34,3,1,0,Initmates,Intimate,Intimates
393,1081,53,4,1,3,General Petite,Dresses,Dresses
394,127,46,3,1,0,General Petite,Intimate,Lounge
395,936,33,3,0,1,General,Tops,Sweaters
396,127,40,3,0,2,General Petite,Intimate,Lounge
397,1035,32,5,1,0,General,Bottoms,Jeans
398,902,38,4,1,6,General,Tops,Fine gauge
399,995,62,5,1,11,General,Bottoms,Skirts
400,1104,35,5,1,0,General,Dresses,Dresses
401,1089,34,5,1,0,General Petite,Dresses,Dresses
402,1086,26,3,0,9,General,Dresses,Dresses
403,902,31,2,1,6,General,Tops,Fine gauge
404,902,58,5,1,3,General,Tops,Fine gauge
405,1094,40,5,1,1,General,Dresses,Dresses
406,1086,22,3,0,3,General,Dresses,Dresses
407,936,55,5,1,1,General,Tops,Sweaters
408,1036,66,4,1,0,General,Bottoms,Jeans
409,936,39,5,1,0,General,Tops,Sweaters
410,1094,30,5,1,1,General,Dresses,Dresses
411,1094,53,5,1,3,General,Dresses,Dresses
412,1086,23,5,1,6,General,Dresses,Dresses
413,127,37,5,1,1,General Petite,Intimate,Lounge
414,127,51,5,1,0,General Petite,Intimate,Lounge
415,1083,37,4,1,2,General,Dresses,Dresses
416,872,35,5,1,14,General,Tops,Knits
417,1083,35,2,0,2,General,Dresses,Dresses
418,831,40,5,1,0,General,Tops,Blouses
419,1080,32,3,1,1,General,Dresses,Dresses
420,1077,68,5,1,2,General,Dresses,Dresses
421,872,65,4,1,0,General,Tops,Knits
422,964,37,5,1,2,General,Jackets,Jackets
423,1089,39,3,1,1,General Petite,Dresses,Dresses
424,872,22,4,1,1,General,Tops,Knits
425,1083,50,5,1,0,General,Dresses,Dresses
426,829,33,4,1,0,General,Tops,Blouses
427,964,33,5,1,0,General,Jackets,Jackets
428,1089,38,5,1,0,General Petite,Dresses,Dresses
429,829,32,5,1,0,General,Tops,Blouses
430,829,51,5,1,0,General,Tops,Blouses
431,967,56,5,1,1,General,Jackets,Jackets
432,829,38,4,1,2,General,Tops,Blouses
433,829,35,4,1,0,General,Tops,Blouses
434,872,48,4,1,19,General,Tops,Knits
435,872,31,4,1,0,General,Tops,Knits
436,149,38,4,1,1,Initmates,Intimate,Lounge
437,964,58,5,1,4,General,Jackets,Jackets
438,1030,63,5,1,1,General,Bottoms,Jeans
439,964,40,5,1,5,General,Jackets,Jackets
440,1083,41,4,0,0,General,Dresses,Dresses
441,872,60,4,1,1,General,Tops,Knits
442,872,60,5,1,1,General,Tops,Knits
443,829,48,4,1,6,General,Tops,Blouses
444,872,70,4,1,0,General,Tops,Knits
445,964,27,5,1,0,General,Jackets,Jackets
446,1089,32,3,1,0,General Petite,Dresses,Dresses
447,872,26,3,0,3,General,Tops,Knits
448,872,51,5,1,1,General,Tops,Knits
449,872,48,5,1,0,General,Tops,Knits
450,1077,30,2,0,0,General,Dresses,Dresses
451,967,56,4,1,1,General,Jackets,Jackets
452,872,27,5,1,2,General,Tops,Knits
453,964,44,5,1,1,General,Jackets,Jackets
454,872,39,5,1,2,General,Tops,Knits
455,234,33,5,1,0,Initmates,Intimate,Swim
456,149,33,4,1,0,Initmates,Intimate,Lounge
457,829,60,4,1,0,General,Tops,Blouses
458,829,44,4,1,0,General,Tops,Blouses
459,872,71,5,1,0,General,Tops,Knits
460,872,44,5,1,6,General,Tops,Knits
461,850,52,5,1,5,General Petite,Tops,Blouses
462,850,23,3,0,1,General Petite,Tops,Blouses
463,724,69,4,1,1,Initmates,Intimate,Intimates
464,833,48,5,1,0,General,Tops,Blouses
465,862,35,5,1,6,General,Tops,Knits
466,850,59,5,1,4,General Petite,Tops,Blouses
467,1078,61,5,1,1,General,Dresses,Dresses
468,850,45,5,1,0,General Petite,Tops,Blouses
469,1104,25,5,1,1,General,Dresses,Dresses
470,1078,33,3,0,0,General,Dresses,Dresses
471,984,40,4,1,0,General,Jackets,Jackets
472,850,68,5,1,3,General Petite,Tops,Blouses
473,204,30,5,1,0,Initmates,Intimate,Intimates
474,1078,20,5,1,1,General,Dresses,Dresses
475,862,42,2,0,2,General,Tops,Knits
476,1078,52,5,1,1,General,Dresses,Dresses
477,984,42,5,1,2,General,Jackets,Jackets
478,1008,24,4,1,0,General,Bottoms,Skirts
479,841,43,4,1,0,General Petite,Tops,Blouses
480,1104,51,3,0,0,General,Dresses,Dresses
481,850,39,5,1,1,General Petite,Tops,Blouses
482,1081,39,5,1,0,General,Dresses,Dresses
483,833,39,4,1,1,General,Tops,Blouses
484,850,57,4,1,0,General Petite,Tops,Blouses
485,862,35,4,1,0,General Petite,Tops,Knits
486,1078,46,5,1,1,General,Dresses,Dresses
487,850,51,5,1,4,General Petite,Tops,Blouses
488,850,39,5,1,0,General Petite,Tops,Blouses
489,831,55,5,1,0,General,Tops,Blouses
490,833,42,5,1,0,General,Tops,Blouses
491,984,40,4,1,0,General,Jackets,Jackets
492,1078,31,4,1,4,General,Dresses,Dresses
493,1104,39,5,1,0,General,Dresses,Dresses
494,1081,59,5,1,10,General,Dresses,Dresses
495,833,53,4,1,0,General,Tops,Blouses
496,850,41,5,1,1,General Petite,Tops,Blouses
497,1078,49,5,1,2,General,Dresses,Dresses
498,850,33,3,0,0,General Petite,Tops,Blouses
499,1078,36,2,0,1,General,Dresses,Dresses
500,850,29,3,1,15,General Petite,Tops,Blouses
501,850,49,4,1,2,General Petite,Tops,Blouses
502,1078,39,5,1,0,General,Dresses,Dresses
503,948,40,2,1,0,General Petite,Tops,Sweaters
504,850,57,5,1,0,General Petite,Tops,Blouses
505,833,56,4,1,0,General,Tops,Blouses
506,1078,51,3,1,11,General,Dresses,Dresses
507,850,58,5,1,7,General Petite,Tops,Blouses
508,1078,67,4,1,0,General,Dresses,Dresses
509,1078,36,5,1,8,General,Dresses,Dresses
510,850,27,5,1,4,General Petite,Tops,Blouses
511,948,60,2,0,2,General Petite,Tops,Sweaters
512,1078,49,5,1,3,General,Dresses,Dresses
513,850,49,3,1,7,General Petite,Tops,Blouses
514,1081,35,5,1,3,General Petite,Dresses,Dresses
515,833,60,5,1,3,General,Tops,Blouses
516,1081,53,5,1,1,General Petite,Dresses,Dresses
517,850,38,4,1,29,General Petite,Tops,Blouses
518,850,48,2,0,0,General Petite,Tops,Blouses
519,850,37,5,1,0,General Petite,Tops,Blouses
520,984,42,5,1,0,General,Jackets,Jackets
521,850,50,4,1,0,General Petite,Tops,Blouses
522,1104,41,5,1,4,General,Dresses,Dresses
523,1104,39,1,0,0,General,Dresses,Dresses
524,1104,26,5,1,4,General,Dresses,Dresses
525,1078,25,5,1,0,General,Dresses,Dresses
526,850,34,5,1,1,General Petite,Tops,Blouses
527,850,25,5,1,0,General Petite,Tops,Blouses
528,984,31,3,1,0,General,Jackets,Jackets
529,1078,47,5,1,1,General,Dresses,Dresses
530,984,61,5,1,0,General,Jackets,Jackets
531,850,52,5,1,1,General,Tops,Blouses
532,833,56,3,1,0,General,Tops,Blouses
533,1078,68,3,1,1,General,Dresses,Dresses
534,850,39,5,1,0,General,Tops,Blouses
535,1081,40,4,1,0,General Petite,Dresses,Dresses
536,984,53,5,1,0,General,Jackets,Jackets
537,850,45,5,1,1,General,Tops,Blouses
538,850,28,4,1,0,General,Tops,Blouses
539,1104,33,5,1,0,General,Dresses,Dresses
540,1078,71,5,1,0,General,Dresses,Dresses
541,984,46,5,1,0,General,Jackets,Jackets
542,984,56,5,1,0,General,Jackets,Jackets
543,1078,36,4,1,2,General,Dresses,Dresses
544,1104,35,5,1,0,General,Dresses,Dresses
545,984,58,5,1,6,General,Jackets,Jackets
546,1078,53,5,1,2,General,Dresses,Dresses
547,984,64,5,1,32,General,Jackets,Jackets
548,833,45,3,0,0,General,Tops,Blouses
549,850,44,5,1,0,General,Tops,Blouses
550,1078,52,3,0,2,General,Dresses,Dresses
551,1078,49,2,1,0,General,Dresses,Dresses
552,984,52,5,1,0,General,Jackets,Jackets
553,850,56,4,1,0,General,Tops,Blouses
554,1078,45,5,1,0,General,Dresses,Dresses
555,984,35,5,1,0,General,Jackets,Jackets
556,831,38,4,1,0,General,Tops,Blouses
